date_t,order,symbol,size,price,fillprice,slippage,slippage_percent,provider,protocol
"2018-03-05 03:56:00.2640",13313051,EURUSD,100000,1.2326,1.2326,0,0,divisa_nz_j_2,hotspot
"2018-03-06 06:17:01.5210",13330417,EURUSD,100000,1.23524,1.23524,0,0,divisa_nz_j_2,hotspot
"2018-03-07 09:48:00.2850",13358706,GBPUSD,100000,1.38665,1.38665,0,0,divisa_nz_j_2,hotspot
"2018-03-07 22:50:01.8370",13369926,EURUSD,100000,1.24117,1.24117,0,0,divisa_nz_j,fxcm_fm
"2018-03-08 20:59:00.5200",13390642,GBPUSD,100000,1.38148,1.38148,0,0,divisa_nz_j_2,hotspot
"2018-03-09 14:20:00.2750",13406550,EURUSD,100000,1.23033,1.23033,0,0,divisa_nz_j_2,hotspot
"2018-03-12 19:42:00.2050",13517216,USDCHF,100000,0.94757,0.94757,0,0,divisa_nz_j,fastmatch
"2017-08-15 14:44:58.1860",9559715,AUS200,1,5751.29,5751.29,0,0,divisauk_1,primexm_fix44
"2018-03-13 06:35:35.4970",13520698,USDCHF,100000,0.94775,0.94775,0,0,divisa_nz_j_2,hotspot
"2017-08-15 15:39:17.6800",9561096,EURUSD,2000,1.17272,1.17272,0,0,divisauk_4,primexm_fix44
"2017-08-15 17:19:27.3530",9562667,NZDUSD,2000,0.72386,0.72386,0,0,divisauk_1,primexm_fix44
"2018-03-16 13:21:30.7710",13600682,EURJPY,100000,130.217,130.217,0,0,divisa_nz_j,fastmatch
"2018-03-16 15:18:36.9360",13603396,EURCHF,100000,1.17032,1.17032,0,0,divisa_nz_j,fastmatch
"2018-02-26 13:55:00.3380",13224128,EURUSD,10000,1.23116,1.23116,0,0,divisa_nz_j_2,hotspot
"2018-02-28 07:01:00.2280",13255164,EURUSD,100000,1.2234,1.2234,0,0,divisa_nz_j_2,hotspot
"2018-02-28 18:17:26.3900",13269597,EURUSD,100000,1.22059,1.22059,0,0,divisa_nz_j_2,hotspot
"2018-03-01 07:44:00.0440",13275638,EURUSD,100000,1.22079,1.22079,0,0,divisa_nz_j_2,hotspot
"2018-03-01 14:31:00.1610",13283271,EURUSD,100000,1.218,1.218,0,0,divisa_nz_j_2,hotspot
"2018-03-02 00:25:00.3170",13294232,EURUSD,10000,1.22652,1.22652,0,0,divisa_nz_j_2,hotspot
"2018-03-02 11:59:53.1550",13302991,EURUSD,100000,1.23051,1.23051,0,0,divisa_nz_j_2,hotspot
"2018-03-05 16:23:52.9270",13324580,EURUSD,100000,1.23373,1.23373,0,0,divisa_nz_j_2,hotspot
"2018-03-07 01:35:04.0300",13354214,GBPUSD,100000,1.38991,1.38991,0,0,divisa_nz_j_2,hotspot
